文件	增长	通胀	货币政策	市场
20100714 bwam The template and the slowdown	"(写的好)
我们与其他机构的主要分歧是对于long term debt cycle的理解差异。Because deleveragings are fewer and are more remorte than recessions, they are less well understood. 
  举个具体例子，当前大家都知道DM已经over-indebted，而当下许多人认为最好的办法是cut debt，这是对历史的重大误读。事实上，there has never been a deleveraging that has been rectified by cutting debt. 100% of pase deleveraging have ended via the aggressive printing of money and purchases of financial assets by central banks, typically in conjunction with the increased spending on goods and services by central governmetns. 
  美国相对快速复苏的重要原因恰恰是美联储行动迅速。
  It is always possible that we are wrong. It will be because private sector credit picks up significantly, which we think is possible but unlikely."			
20100715 安信证券 高善文	"潮水正在退去。2009年刺激政策的效力基本消退，2010 年紧缩政策的效力正在显现。在 2季度的经济数据中，经济与工业的回落幅度超出预期，通胀基本稳定。
  从2季度的经济数据来看，内需的放缓与汽车、地产行业的动力减缓，以及1季度存货调整等临时性力量的减退有关。从趋势上来看，经济增长动量减弱的趋势已经确立（错，增长动能在下半年很快回升......），在今年下半年甚至2011年，经济增速可能会维持在较低的水平上。但2季度这样大幅的回落很难再现。
  值得注意的是6月份工业增速的单月降幅有些出乎意料。我们目前倾向性的看法是6月份工业增速的如此大幅的下降可能有一些临时性的因素，这可能是趋势中的一个“软块”（应该是soft patch的中文翻译，真是拗口），而不是一个猛烈的下降趋势的开端。"	展望下半年通货膨胀的趋势，一方面，接近边际成本导致大宗商品价格下跌空间不大，因此PPI环比降幅将逐渐收窄，相应的同比涨幅年底预计达到2%；另一方面，CPI食品领域面临着很明显的新涨价因素，这包括蔬菜价格的季节反弹，猪肉价格持续上升等等，综合考虑我们认为CPI领域展现的特征是实际值将高于基于翘尾因素的预测值，并且由于9、10月份在非食品领域的新涨价因素冲击，全年的高点将很有可能出现在这个阶段，预计月度高点为3.5%，全年平均为2.8%。		
20100716 BCA fes	近期美元走弱，主要原因：1.美国数据太差。2.欧洲债务问题有稳定迹象。Fed看起来要进行新一轮宽松。（这里没有中国因素）			
20100716 JPM_Global_Data_Watch Stress tests	2001年和2003年的Bush tax cuts在2010年底到期，如果不延续的话，将导致2300亿美元的个税上升，如果这在一年尺度上抑制消费的话，将导致增长全年放缓1-1.25pp。当前的奥巴马政府提出的方案将部分减少这种拖累，但也要拖累增长0.25pp左右。是否延续bush tax cuts是当前政治辩论的焦点。			
20100719 bca.usis_wr DEEP PESSIMISM	"我们的Capitulation indicator已经显示市场情绪很悲观，跌至负的一个标准差的位置，这说明之前的市场乐观情绪已经全部被wash out了。技术层面上，美股走势也不乐观，已经连续第二次市场突破均线没有成功了。 6月份密歇根消费者信心大幅走弱也不是好消息（应该是美股、房地产走弱的表现），让double dip的担心继续保持。NFIB继续疲弱，其中NFIB显示主要问题还是需求太弱，most important problem: demand的比例还是太高了。此外，信用也有一定困难，当前C&I rate spread (vs. ffr) 处于历史较高水平。
  欧洲stress test被诟病认为给的增长假设太乐观（年底的时候，这个stress test被认为是走过场）。不过更重要的是投资者预期可能会有一些再注资的计划。当然还没有官方的recapitalization play被公布，不过EFSF足以用来注资。
  当前中国数据明显走弱，而通胀走势好于预期，我们认为中国的紧缩应当已经告一段落了。"		"联储Minutes显示FOMC发生了微妙而重要的转变，开始考虑宽松。虽然讨论的不多，以至于让市场最初觉得有些失望。
  我们认为进一步宽松的门槛较高，需要就业重新负增长，房价下降和Core负增长才可能足以让联储开始行动。
  可能的行动的QE等，但效果存疑，毕竟长端利率已经很低了。"	我们看空当前的国债。当前国债收益率price in的是未来5年真实利率为零，这太悲观了（实际上不仅是0，而且是长期负值）。
20100723 bca.bca_sr_2010_07_23 SLIDING BACK INTO THE MIRE A MID-YEAR VISIT FROM MR. X	"[复苏可以持续吗]
  市场的长期担心是，为什么一个债务过多导致的危机却可以依靠政府举债而得以摆脱呢？这看起来是个悖论。而当前则更具体的遇到两个问题，第一是前期财政刺激消退，第二是叠加许多政府试图进行财政紧缩。即使未来经济不在技术意义上陷入衰退，但可能感觉却像是衰退一样。许多人本来就认为衰退根本就没有结束。
  当前复苏的最关键指标是就业，就业仍在沿着复苏趋势恢复。Payroll model显示就业延续正增长。
  二次衰退是非常罕见的，通常需要外部冲击或者政策严重失误。当前的财政紧缩确实看起来可能是严重政策失误。我们同意Paul Krugman和Martin Wolf的看法，在复苏仍未稳固的情况下不能进行财政紧缩。历史上财政紧缩成功的案例都依靠利率下降和货币贬值，现在全球经济总体上并不具备这个条件。
  当前的财政紧缩冲击有限。尽管许多政府这么说，但实际上进行财政紧缩的是少数。IMF估计G20将在2011年紧缩掉GDP的1.5pp，这个幅度不算太大，不至于让复苏终端。事实上，历史上财政冲击与增长的关系本来就不稳定，这说明历史上财政冲击通常被其他因素所掩盖。"		  货币方面，ECB失误的可能性高于联储	
20100723 JPM_Global_Data_Watch Turnabout is fair play	ISM边际走弱，这并不意外——复苏一年以后，ISM通常走弱，然后回升到53-55附近震荡。边际走弱本来就是复苏的一部分。在ISM回落的阶段，首申通常会边际回升，两者走势同步且相反。（JPM给了一个图，很好）			
20100726 bca.usis_wr SEARCHING FOR STABILITY	近期股市波动很大，这说明市场情绪在极度悲观和极度乐观之间反复摆动，而mixed的数据也支持上述看法。			
20100726 Gavekal Lessons From Bernanke’s Testimony	Bernanke did not announce any specific further easing measures. He did open the door to further policy actions, but then went on to spend more time talking about how to return the Fed to a more normal existence.			
20100801 2010年夏季CMRC中国经济观察（总第22期）第21次_朗润预测_2010年第3季度_	经济增速走低，物价涨势见顶，贸易顺差回升，‘两率’波澜不惊。“利率”和“汇率”			
20100801 2010年夏季CMRC中国经济观察（总第22期）短期需求疲软_宋国青	"现在我们看到经济增速迅速下降。关于这里的原因有两种主要的看法，一种看法认为主要是供给方面因素发生了变化，一种看法认为主要是总需求疲软引起了变化。如果变化的原因主要是供给方面，那么与过去总需求疲软引起的变化相比，通货膨胀率的下降幅度会相对比较小或者不下降甚至还会上升；若是需求疲软导致经济增速下降，根据过去的经验，在经济增长下滑以后一段时间，通货膨胀率就会下降。
  二季度经济下滑。如果用工业增加值指数来估计月度变化，情况要更差一些。02年以来规模以上工业增加值的平均增长率超过了15.0%，而二季度内各月工业增加值的增长年率约为4%（见图1）。按此推算月度GDP的环比增长年率可能只有5-6%。今年年初到现在，钢材产量相对其线性趋势在跌，6月份更是较大幅度绝对下跌。这一下跌可能有部分来自房地产调控对预期的影响，对现实即期需求的影响可能并没有图形所反映的那么严重。但由于存货减少没有很好的数据，所以也只能是推测。从各指标相对线性趋势的短期波动看，钢材产量明显领先，发电量居中，工业增加值尾随其后。波动幅度也依此次序递减。从07年到现在，钢材产量、发电量与工业增加值的关系一直很强。这一关系说明，固定资产投资需求波动是基本的波动动因。虽然出口的波动也重要，但在样本期内的拐点附近，投资波动更大。今年上半年以来这一系列变化正显示了固定资产投资增速在非常快的下滑，环比增长率可能到了非常低的水平。这又联系到对08年底经济波动的解读。对08年底经济的迅速下跌，很多分析强调是受外部金融危机的影响，但从数据上看，至少中国是某种程度上的发起者，而不仅是最后的接受者。事实上，中国的固定资产投资下滑在先，08年上半年进口就下跌了，下半年才是出口下跌。这一情况的含义是，中国紧缩总需求会产生全球性影响，而对外部世界的影响又会反过来影响自身。这是08年底经济下跌应该考虑的一个经验。
  "	"通货膨胀压力未现
  统计局公布6月份CPI同比增长率比较低，算下来CPI环比增长率也很低，所以看上去二季度经济下滑好像主要是需求变化的影响。但到了7月份，一些信息显示物价又涨的很快，这就是要考虑的一个问题了。
  图4报告了商务部每周公布的食用农产品价格指数。这个指数和CPI的食品价格指数波动相当一致。不过，同样看商务部报告的生产资料价格指数，情况有所不同。如图5所示，生产资料价格指数于今年四月达到局部峰值后就一直在下跌。但是最近的日度数据显示部分生产资料价格反弹。消费价格中需要特别考虑的因素是，鲜菜价格的月度波动很大。
  所以，伴随着经济增长率的快速下降，通货膨胀率环比已经开始下跌。从这一角度看，二季度经济下滑是总需求波动引起的变化。"		"[假滞涨]
  在紧缩导致的需求增长率快速下跌过程中，有几个月时间会出现生产同比下降而CPI同比上升的假滞涨。这个情况对工资也存在。图8报告了城镇单位平均劳动报酬和CPI的同比增长率，都是季度数据，其统计口径延续了原来的职工概念，没有包括私营企业，所以会有一些偏差。由于价格变化滞后于生产，CPI的同比增长是在最近或者稍晚一点出现高峰，工资同比增长率的高峰可能也就出现在这一段时间。这就导致，经济增长率下滑工资增长率反而上去了。不过这种变化现在只能理解为一种波动时差导致的差别，没有依据认为发生了长期趋势的变化。
  从短期波动的角度看，现在发生的情况与历次宏观调控总需求相对疲软过程中出现的情况一样，目前还没有看到明显的供给面变化。天气异常算供给方面的变化，但这是短期的。因控制能源消费而停止了一些生产，也可以说是供给方面的变化，目前还没有看出对总量的明显影响。"
20100801 2010年夏季CMRC中国经济观察（总第22期）会议下半场问答_	"问题6：高博士您指的房地产存在泡沫，您对泡沫的定义是什么，或者用什么指标来说明房地产是存在泡沫的呢？
  高善文：房地产的情况我个人认为相对比较简单，尽管有时候也用租金回报率、房价收入比看问题，但你要合理理解房地产市场的情况，做出判断，需要一个理论，这个理论是对是错是好是坏，需要有一个明确的检验标准，就是它应该能够对过去历史做出合理的解释，能够在事前做出一定程度上正确的预测，只有满足这些标准才能认为这个理论是合理的。
  这里提供一些关键事实：市场可以用各种各样的理由解释现在房价过高，但是却不容易解释现在纪念币价格为什么也创出了历史新高，及其跟房地产市场、股票市场为什么这么同步；贸易盈余的巨大扩张为什么在历史上都伴随着资产价格的高涨？其后为什么都出现了活跃的信用创造？这一背景下的信用创造与资产价格是否存在紧密的联系？从这些角度看问题，房价就成为一个周期性现象，与货币因素密切联系，与实体经济的失衡以及货币政策操作密切联系。以历史检验和必要的理论分析为基础，容易知道这是一个大泡沫。"			"题7：前段时间有很多人争论世界经济有没有二次探底的可能，如果有原因是什么，对中国经济的影响是什么？
  宋国青：二次探底这个词有绝对衰退的含义，现在的可能性并不很大。如果只考虑相对的需求疲软或者说需求增长率下降，那就是已经发生了并且有深化的趋向。这个情况对中国经济的影响是两个方面的。第一是出口疲软，在内需也疲软的情况下导致总需求疲软。第二是石油和原材料价格下降。就短期来看，第二方面当然对中国很有利。对中国来说最好的结果是，全球其他经济很弱因此大商品价格低，而中国自己的内需比较强。如果内需可以收发自如，那么其他经济呆在底下别起来最好。中国自己能做的事情是密切关注进口价格，在考虑出口波动的情况下，调节内需使进口价格比较平稳，防止高价大量进口而低价进口相对比较少的情况。也就是说，内需的平稳增长很重要，内需大起大落就会导致很不利的结果。"
20100801 2010年夏季CMRC中国经济观察（总第22期）转型之痒_高善文	"(这个文章不错）
  过去二十年中国经济基本波动情况.梳理过去二十年中国经济基本情况是件繁杂工作，在此讨论两个关键数据：一是剔除价格因素后的1990年至2009年固定资本形成总额的实际增速。二是在经济强劲增长时一些关键部门承受压力的情况，例如铁路吞吐量或者港口压舱情况，这里我们考察“发电设备平均利用小时”。图2是发电设备平均利用小时，数据显示。1993-1994年和2003-2004年，发电设备利用小时都经历了非常大的压力，虽然数据上看1993年压力似乎没有那么紧张，但是1993年存在非常广泛的拉闸限电现象，2003年上海外滩夜间景观照明都很难保证，所以发电设备利用小时已经逼近极限，这说明当时基础设施支持经济增长的能力遭受非常大的压力。
  下半年要着重看房地产市场。房地产销售面积增速在今年下半年或者明年维持在非常低的水平应该是大的趋势，受这样的影响房地产新开工面积和开发投资在今年下半年也将出现明显的下降，这将对经济增长构成非常大的压力。在此背景下，尽管宏观经济政策可能会有一定程度的调整，但是无论对改变经济整个调整格局还是对改变经济增长率的基本态势来讲，都不会产生非常明显的影响，经济最终调整会向新一轮经济周期过渡，这仍然需要比较长的时间，仍然需要在体制层面取得一些突破，而且需要进一步的积累。"			
20100801 bca.bca_mp_2010_08_01 Escape From Purgatory	"[增长不及预期，二次衰退担忧上升]
  当前困扰市场的有三重忧虑：1.美国经济数据不及预期。美国增长再度出现放缓势头，过去一个月几乎所有的数据都不及预期，这体现了库存周期和财政刺激消退以后的乏力。2.欧债危机。当前西班牙利差甚至比ECB&IMF的7500亿救助计划推出之前还要多。3.中国房地产崩盘。
  美国数据广泛不佳。6月份就业继续疲弱，就业仅有微弱增加，而workweek下降。房地产继续走弱，新房和二手房销售、新开工、房贷申请都走弱，尽管房贷利率已经很低了，这说明tax credit结束以后房地产内在动能不佳。ISM也在走弱，NFIB小企业信心，消费者信心都在走弱。而市场也已经接受了这个新情况，2年期债券收益率下降。虽然增长不及预期，但这并不意味着盈利将大幅下降。毕竟如果剔除库存的话，只看终端需求，其实需求回升本来就是平平淡淡。尽管GDP增速可能回到2%，但这不会导致盈利大幅走弱，除非发生衰退。那么衰退风险有多大？我们的衰退风险模型显示风险不大，不过要考虑到大部分衰退风险模型都把曲线倒挂作为重要输入变量，当前短端利率已经是0，因此曲线从来不会倒挂了，这意味着任何衰退模型都会低估衰退风险。
  当前很多担心中国房地产崩盘。一个重要特征是中国房地产杠杆不高，这和1997年香港类似——当时香港房价下跌了70%，从1997-2003，但香港银行体系OK，因为首付高。

[政策可能应对不够及时] （但很快联储开始推出QE2预期）
  政策可能已经疲于应对（Policy fatigue has begun to set in）。对于进一步刺激的政策意愿并不强，特别是政策利率已经低到零，而央行的可用工具也不多。
    1937年确实曾经发生二次衰退，而当时政策太紧——包括货币政策偏紧和财政紧缩。当时的监管环境也比较紧，罗斯福总统的目标是打击垄断。当前有很多人把当前的政策环境与1937年作类比，这本身就令人不安。不过，当前的风险倒不是大幅政策失误，而是政策疲于应对，不愿意加码。下一步货币政策可以买入私人债券和股票，不过从伯南克最新国会证词看，联储还尚且不准备这么做。
  ECB即将推出（本报告是7.22写的）stress test的结果。一方面，会公布一些细节，这可以让投资者自己再进行自己的stress test。更重要的是，欧洲是否提供注资计划。美国的压力测试之所以成功，是因为有TARP作为注资的机制，而欧洲当前并没有这个机制。
  欧洲的财政紧缩可能要紧缩掉GDP的1%财政，根据传统的乘数，这大约紧缩掉1.5pp的GDP增速，考虑到2%的潜在增速，这个1.5pp并不低。不过，考虑到欧元贬值对欧洲出口边际利好，而且GDP加权的欧元区国债收益率其实是下降的，这也对于增长利好。这种情况下，更可能出现的是德法增长向好，而边缘区国家增长趋弱。"			"  虽然美国和欧洲二次衰退的可能性有限，但投资者应当采取谨慎的投资思路。除非严重衰退风险下降，或者股市已经fully priced in recession risk.因此，仍然周期性看好风险资产，但战术性中性配置风险资产。
  对于当前的经济和市场，最容易引用的句式就是""on the one hand... on the other hand""
  中性配置股票。如果看10年的话，股票收益当然好于债券。但估值可以从低走向更低。当前市场是否重新吸收了经济数据的走弱，这还尚存疑问。当前股市和5月底的水平差不多，当增长数据却低于预期，因此股市再跌5-10%也很正常。
  中性配置债券。债券已经很贵，但由于上述类似原因，债券收益率可以低走向更低。
  当前周期性的风险是通缩，在通缩环境下，黄金价格不会太好。黄金是一个传统的对冲通胀的资产。黄金总不能既对冲通胀，也对冲通缩吧？（这句话说的很好，黄金确实在2011年以后进入熊市，虽然真实利率很低）"
20100801 PIMCO When Unconventional Becomes Conventional	"历史上，联储传统的货币政策手段是调整ffr和前瞻指引。在2002-03年，联储将ffr降至1%，并承诺保持considerble period，这个传统的货币宽松推升了房地产市场，因此2002-03的美国经济并不算是在流动性陷阱当中。
  当前是流动性陷阱——无论利率降多低，都难以推升经济——这是因为私人部门在去杠杆（房地产的最新走弱确实就是流动性陷阱的明显迹象）。这种情况下，有效的政策是货币宽松配合财政扩张，两者缺一不可。但颇为讽刺的是，历史上财政都是寄希望于货币配合财政来宽松，但当前财政却主动希望紧缩。当前国会议员希望紧缩，而总统没有足够的政治资本来推动财政宽松。也许需要一个股市的大跌来让国会议员们意识到需要进行宽松，不过我暂时没有把股市大跌作为基准情形。Right now, Congress has a one-in-a-lifetime (we hope!) opportunity to exploit that craving. But it isn't seizing the moment. 
  当前联储并没有吹响开始QE2的号角，但联储已经表示要维持QE1的资产负债表。这本身也是一个重要决定。原本联储要退出QE1的，现在这意味着非传统政策已经成为常见政策——QE1本来被认为是临时性的——而QE2的门槛也因此下降很多。"			
20100802 bca.usis_wr THE WEAK ECONOMYSTRONG PROFIT	最新ISM不佳，新订单/inventories index也指示继续下降。（我终于意识到为什么diffusion index领先index本身了，因为diffusion index本身也意味着某种二阶导数 。例如ISM在低点附近，那么大概率有一半的经济体ISM要回升，一半的ISM要下降，这意味着ISM已经抵达最低点。）			我们推荐微弱低配国债，因为当前国债收益率实在太低，太高估了，这意味着price in了一个double-dip，但我们并不认为会二次衰退。
20100802 CF40周报 宏观经济前景与政策调整方向	"黄益平：对于增长，孙明春的报告是比较乐观的，我总体上也认同。二季度的数据已经陆续公布，市场上担忧的气氛开始变得浓厚，尤其是PMI数据预示前景堪忧。年初大家就担心中国经济和市场会崩溃，二季度数据公布之后，这种担心似乎就要变为现实。现在这种担忧的情绪已经在逐渐平息，大家觉得中国经济不是那么容易就会崩溃的。我认为增速下滑是在预料之中，年初增速太高，政府因此采取了下调的措施。这是好事，而不是坏事，如果GDP 增长率继续保持在10%以上，那才真地需要担心。
  接下来的问题是，经济增速还会往下走多少？经济学家对此有不同看法。有的认为会下滑得比较大，有的认为问题不大。孙明春的报告指出，新开工项目计划总投资仍然是高增长。我过去一直都很重视这个指标，但自从到了北大之后，因为经常与企业家打交道，我对这个指标的有效性产生了很大怀疑。很多企业家告诉我，新开工项目这个指标，基本上是上头希望看到什么，他们就怎么报。政府要控制的时候，他们就会少报一些。但少报不等于少投资，他们可以把新开工项目改头换面。同样，不能说这个指标的数字大就意味着新开工的一定多。但对于孙明春的总体判断，我是同意的，今年增长的问题不大。"	黄益平：最近出现了一些新情况，CPI 涨幅下降了，资产价格也没有涨，但绿豆和大宗商品的价格涨得很快。发改委在查绿豆炒作，要进行治理整顿。绿豆价格可能是不法商贩炒上去的，但从宏观经济学的角度来说，这主要还是宏观经济的问题。不法商贩从来都是有的，这个因素不能用来解释变化。我有些同情那些商贩，从某种意义上讲，他们是被“逼良为娼”。他们以前可以炒CPI，可以炒房地产，但现在不能进行这些炒作了。那他们的钱能干什么？在负利率的情况下，存钱是亏损的。所以，通胀的问题仍需重视。		
20100802 瑞银证券 汪涛	"政策立场微妙变化。
  随着对经济过热的忧虑转变为对经济增长硬着陆的担心，政府的政策立场发生了微妙的变化。高层领导人明确表示维持经济平稳较快增长仍然是最重要的目标、也是实现其他目标的“前提”。我们将此解读为接下来不会再出台其他紧缩措施（如加息或进一步的房地产调控措施）。由于政策的连续性和稳定性仍然是关键词，我们认为未来几个月政策将保持稳定，不会出现明显的放松或大的转向。"			
20100804 FOMC Tealbook	过去六周数据比预想的要弱，消费不佳，消费者信心、企业信心都偏弱。但我们依然预期复苏持续。			 
20100805 2010年第二季度中国货币政策执行报告	"2010年上半年，中国经济继续朝着宏观调控的预期方向发展，运行总体态势良好。消费较快增长，投资增速高位回稳，对外贸易快速恢复，消费、投资、出口拉动经济增长的协调性增强，工业增长总体较快，企业效益大幅提高，居民消费价格温和上涨。上半年，实现国内生产总值（GDP）17.3万亿元，同比增长11.1%，居民消费价格指数(CPI)同比上涨2.6%。
  中国人民银行继续实施适度宽松的货币政策.
  下一阶段，国民经济在快速回升的基础上有望逐步趋向稳定和可持续增长。中国人民银行将继续实施适度宽松的货币政策"			
20100805 bca.gfis_wr MORE QE AT THE FED	当前市场参与者已经开始猜测联储要进行QE2，但当前经济数据还没有差到足以让联储开启QE2的程度。马上要召开的FOMC，可能会象征性的表示将到期证券再投资。			
20100810 FOMC Transcript	"（本次FOMC的货币政策部分是值得一读的）（这个报告的背景是，市场开始discount double dip）
伯南克：
  大家的看法是，过去六周，The economy lost momentum，从就业、消费等数据都可以看出来。不过Most依然预期复苏持续，只是还不清楚在库存和财政支持消退以后，支持力量来自哪里。欧元区压力测试以后股市有所反弹，此外股市盈利也不错。
  我的个人看法是，增长确实比预期的要弱。我有如下担心：第一个重要问题是信贷受限。当前房贷利率已经非常非常低，但房贷再融资却依然很低，这显然说明信贷可得性有问题。第二，我也担心企业投资可持续性。当前企业投资集中在设备和软件，这是一次性的替代。此外，我还在考虑非线性的问题，正好比几年以前我们在讨论经济是否会陷入衰退一样，当时的讨论就涉及到非线性问题。我认为当前也有重要的非线性问题。此外，当前已经是零下限，因此货币政策空间有非对称性。此外我还担心失业率太高太久，以当前弱增长看，staff预测的失业率在2010年几乎没有下降，长此以往，这意味着很多劳动者失去工作能力。"	"伯南克：
（伯南克本次反复引用了Bullard的材料，可以看出来他非常赞同Bullard的鸽派看法）避免通缩陷阱——即通缩预期形成——的关键是避免通缩本身，这要求要提前采取行动。"	"伯南克：
  …
  最后，如果我们要购债，我们不应该直接对市场说我们要买入4000亿国债。我们应该有一个框架framework, ""here's our objective"", 例如我们可以说我们试图达到某通通胀水平，或者名义GDP targeting等。That would create some structure, 而不至于让我们最后总是不定时的要来一个shock-and-awe action."	"（货币政策）伯南克：
  我支持采取B选项，即reinvest our agency securities into either Treasuries or agencies. 
  首先，我不认为当前的数据是噪音，经济确实在走弱。如果经济是线性的，那么当前的走弱当然可以接受。但万一有非线性的话，那么大幅走弱将导致难以接受的结果，对于就业和经济都有重大打击。
（下面开始怒喷鹰派成员）第二，even if you are a pure inflation targeter and don‘t give a damn about unemployment, we are too tight. 当前我们明显在就业和通胀两个方面都没有达标。staff预测的是通胀持续走弱，即使是一个仅仅盯住通胀的央行也会考虑进一步宽松。
  第三，政策有用吗？这方面确实有分歧。有人说不应当reinvestment因为政策没有用，有人却说不应当re是因为政策太有用，我真是不能理解。不管有没有用，我们已经两个目标都没有达标，我们总得干点啥。
  第四，当然财政政策是首选，联储自己不能解决问题。但联储总得做点差啥。
  "
20100810 瑞银证券 汪涛	"今天的数据显示7月份中国的出口和房地产建设活动增长均强于预期。对中国经济“硬着陆”的担忧主要是考虑到房地产行业可能会急剧下滑、出口复苏可能会昙花一现。然而现在看来，虽然出口增速在放缓，而房地产行业的数据也预示未来将会走弱，但这两大经济增长引擎的表现好于人们的预期。这浇灭了市场上对于政府放松政策的预期。随着房地产调控政策继续贯彻执行，我们认为其对房价和房地产建设活动的影响还会继续释放。我们预计未来几个月房地产新开工面积和总体建设活动将进一步减弱，到2010年4季度新开工面积可能出现同比下降。但眼下房地产建设活动所表现出的韧性应该会缓解以保增长的名义要求放松政策的压力
  在房地产调控政策宣布了三个月之后，尽管房地产销售面积下跌、房价与上月持平，但房地产新开工面积和施工面积依然强劲增长."			
20100811 bca.usbs wr A MODEST SURPRISE	reinevsetment在FOMC之前只是部分被预期，因此FOMC还是提供了一定的积极惊喜			8.10 FOMC以后10y yield下降了8bp
20100813 JPM_Global_Data_Watch Quantitative teasing	欧洲Q2的增长很好，中美都不太好。不过欧洲是一个偏滞后的，欧洲当前优异表现不过是中美之前优异表现的滞后影响，欧洲当前也很靠出口。中美当前的情况才是领先性的。			
20100813 瑞银证券 汪涛	银监会最近收紧了对银信合作信托理财产品的监管。这一举措让许多评论者和投资者对中国信贷扩张的“真实”规模、以及这一政策可能给经济带来的影响产生质疑。（瑞银重新估计了真实信贷规模，发现即使加入这些表外产品，整体上没有改变信贷大图景）			
20100816 bca.usbs_sr GAUGING THE RISK OF RECESSION SLOWDOWN OR DOUBLE-DIP	"（开发了一个衰退的预测模型，基于logistic regression）
Table 1总结了八个关键预测变量，包括LEI，CEI，FFR，通胀预期，失业率，油价，利差，曲线。基于这个模型的股票投资收益高于简单基于股票回撤的模型。实际，如果股票回撤15%，这种情况下大约只有60%的可能对应NBER衰退——6次衰退/10次总预测。"			"（对曲线的讨论很有趣，跟现在是矛盾的）
（在2010年看，ffr已经跌至0，因此曲线已经很难倒挂，因此曲线可能低估了衰退风险；在2019年，大家却说期限溢价比较低的情况下，曲线可能高估了衰退风险。真是互相矛盾！）"
20100817 BAML Global Fund Manager Survey News	"Survey Finds Bearish Sentiment Waning as Risk Appetite Improves
  The survey shows a net 5 percent of respondents predicting that the global economy will improve in the next year. This represents a modest turnaround from July when a net 12 percent of respondents predicted the world economy would deteriorate. The survey shows recession fears easing. A net 78 percent of respondents think a double-dip recession is unlikely. After a deflation shock last month, investors have shifted their focus back towards inflation.
  ""The spotlight of investor pessimism has shifted away from China and Europe to Japan and the U.S. Investors clearly remain cautious, so better news on U.S. growth and fiscal policy would be a pleasant surprise,"" ""Investor sentiment on Europe has staged a remarkable recovery in the past few months, underpinned by greater optimism about Europe’s banks. Economic data now has to continue to support this shift,""
  Bearish sentiment on China recedes. Global Emerging Markets (GEM) increased in popularity as concerns about a weakening of the Chinese economy waned. A net 38 percent of global asset allocators are overweight GEM equities, up from 34 percent in July and 31 percent in June. Bearish sentiment towards the Chinese economy eased markedly. A net 19 percent of respondents expect the Chinese economy to weaken over the next year, compared to 39 percent just a month ago."	The survey shows an almost neutral view on the prospects for a rise in global inflation in the next year. Just 1 percent of respondents expect inflation to be lower in 12 months’ time, compared to a net 12 percent in July.		
20100817 BCA ems	作者表示ems与BCA house view是不一样的：ems认为当前是熊市的开始，而BCA house view仍然看多全球股票。作者认为把当前与2004年的correction做比较是不合适的，大环境已经变化。2004年中国刚刚开始boom，而2010年则已经boom了十年了。2004年中国政府担心过热进行了紧缩导致商品correction，而2010中国房地产已经过热，sales不足的情况下仍然在不断建设。美国将进入stagnation。G7对EM的影响是有限的，EM今年上半年表现不错，正说明了欧洲和美国的问题对EM影响有限，中国才是关键（作者这个call非常准，EM相对表现在2010年10月达到顶峰，从此开启了十年大熊市。但如何理解2010H2的copper牛市？猜测是中国紧缩边际放缓&QE2）			
20100818 BCA cis	中国房地产在过去几个月显著降温，房价已经下降。社会保障房建设将起到托底作用。			
20100818 Gavekal Markets Are Pricing in the ‘New Normal’	"债券投资者往往对增长前景是最不乐观的，所以PIMCO这个最大的债券投资者提出所谓""New Normal""并不意外。当前的债券市场确实也在定价一个长时期的New Normal.
  当前Real rates——10y名义利率减去过去十年的通胀均值——当前非常低，已经跌到0.5%，这远低于历史2-3%的均值，已经属于极低范畴。从维克赛尔的理论出发，Real rates应当与真实增速有关。当前美国10年平均真实增速均值其实在过去两年已经大幅下降，这与收益率的下降是一致的。因此，也可以理解为：债券市场当前的定价意味着，市场在认为这个结构性的下降将持续。"			
20100819 bca.gfis_wr A BOND BUBBLE or lower for longer	"已经有人在说当前债券市场是一个泡沫了，但如果QE2真的推行的话，那么收益率可以更低。当前债券市场已经discount了一些QE2。
  （联储本次宣布的reinvest其实从量上并非小事情）Reinvent意味着未来有2000亿美元的长债要购买，当然MBS, agency会按照原计划继续缩减，但会对应转为国债。此外，期限会拉长，有850亿短期国债将会roll over为长期国债。
  重要的是，联储这是本质上exit from unconventional monetary poilcy has been postponed indefinitely."			
20100820 bca.usbs sa SCALING BACK ON RISK	"我们改变观点了：我们此前是看多相对看多风险资产和看空债券，现在我们建议回归中性配置，获利了结。我们当前是一个tactical shift，我们继续维持周期性复苏的观点。我们的模型也预示着二次衰退的可能性很小。
  最新费城联储PMI很差，这让市场非常担心未来ISM可能跌破50.
  The stock and corporate bond markets may riot before the Fed acts. Thus, the risk/reward balance has become too unfavorable to maintain a pro-growth investment stance in our view. 
（当复苏趋势不明显的时候，市场也在等待方向。这个时候BCA就中性配置。BCA其实很像是趋势投资者，它对200日均线的反复强调就是一个特征）（我对BCA的理解是，risk/reward这个说法很重要）（正如BCA自己说的，当前是一个艰难的判断，此时方向不明确，宁愿回归中性配置，这会错过第一波上涨）"			
20100820 JPM_Global_Data_Watch When the facts change	最近首申回升明显。			
20100823 bca.usis_wr SCALING BACK ON RISK	Even without a recession, there will be enough uncertainty about the outlook to keep investors on edge and it is not clear how long that situation may persist. The continuing decline in the U.S. and global leading economic indicators, as well as our boom/bust indicator, suggest that the data will continue to disappoint for at least the near term. On this basis, the prudent strategy is to have no more than benchmark weightings in risk assets until a clearer picture emerges and our leading indicators bottom			
